type	by	post_id	post_link	post_message	picture	full_picture	link	link_domain	post_published	post_published_unix	post_published_sql	likes_count_fb	comments_count_fb	reactions_count_fb	shares_count_fb	engagement_fb	comments_retrieved	comments_base	comments_replies	comment_likes_count	rea_NONE	rea_LIKE	rea_LOVE	rea_WOW	rea_HAHA	rea_SAD	rea_ANGRY	rea_THANKFUL
video	post_user_1684481268504254	1684481268504254_1984597638492614	https://www.facebook.com/1684481268504254/posts/1984597638492614	"Stephanie Ornelas shared Tiempo Deportivo s live video to the group: DEPORTES EN VIVO."	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/22162075_512132919124001_689616480374882304_n.jpg?oh=1ac7d3c9fcd6bd1ca7e1d78c5ab6a6e7&oe=5A4BE430	https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/22162075_512132919124001_689616480374882304_n.jpg?oh=e3b9d2b28eeeb7b3122676906f7a9051&oe=5A834875	https://www.facebook.com/MikeMorenoDeportes/videos/512114332459193/	facebook.com	2017-09-29T03:35:39+0000	1506656139	"2017-09-29 05:35:39"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
video	post_user_1684481268504254	1684481268504254_1984594821826229	https://www.facebook.com/1684481268504254/posts/1984594821826229	"Stephanie Ornelas shared Tiempo Deportivo s live video to the group: DEPORTES EN VIVO."	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/22162075_512132919124001_689616480374882304_n.jpg?oh=1ac7d3c9fcd6bd1ca7e1d78c5ab6a6e7&oe=5A4BE430	https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/22162075_512132919124001_689616480374882304_n.jpg?oh=e3b9d2b28eeeb7b3122676906f7a9051&oe=5A834875	https://www.facebook.com/MikeMorenoDeportes/videos/512114332459193/	facebook.com	2017-09-29T03:24:25+0000	1506655465	"2017-09-29 05:24:25"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
link	post_user_1684481268504254	1684481268504254_1984553981830313	https://www.facebook.com/1684481268504254/posts/1984553981830313	"Yunier Ferrán Sánchez shared Play-Off Magazine s post to the group: DEPORTES EN VIVO."	https://external.xx.fbcdn.net/safe_image.php?d=AQCNDmLgj2RF7xXl&w=130&h=130&url=http%3A%2F%2Fwww.playoffmagazine.com%2Fwp-content%2Fuploads%2F2017%2F09%2FPinar-Rio-Serie-Beisbol-Cuba-Play-Off-Juego-Estrellas.jpg&cfs=1&sx=237&sy=0&sw=379&sh=379&_nc_hash=AQCaD45_WIkKxBqd	https://external.xx.fbcdn.net/safe_image.php?d=AQDPU9CL_JchDQQY&url=http%3A%2F%2Fwww.playoffmagazine.com%2Fwp-content%2Fuploads%2F2017%2F09%2FPinar-Rio-Serie-Beisbol-Cuba-Play-Off-Juego-Estrellas.jpg&_nc_hash=AQDBXEPC2j_kG1zF	http://www.playoffmagazine.com/pinar-del-rio-sede-del-juego-de-las-estrellas/	playoffmagazine.com	2017-09-29T00:49:40+0000	1506646180	"2017-09-29 02:49:40"	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
video	post_user_1684481268504254	1684481268504254_1984424161843295	https://www.facebook.com/1684481268504254/posts/1984424161843295	"Guadalupe Castellanos shared Antena Noticias s video to the group: DEPORTES EN VIVO."	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/22126591_1467934179987525_1490594457643384832_n.jpg?oh=dff4f9ab03dd4e0513062ce733a9254c&oe=5A845F8A	https://scontent.xx.fbcdn.net/v/t15.0-10/22126591_1467934179987525_1490594457643384832_n.jpg?oh=ac11704fbe50c83b23fb4f518f9cfc16&oe=5A4ED1F1	https://www.facebook.com/www.antenanoticias.com.mx/videos/1467932923320984/	facebook.com	2017-09-28T16:56:38+0000	1506617798	"2017-09-28 18:56:38"	4	1	4	1	6	1	1	0	0	0	4	0	0	0	0	0	0
photo	post_user_1684481268504254	1684481268504254_1984422711843440	https://www.facebook.com/1684481268504254/posts/1984422711843440	"Maria Herrera Galindez shared Deportes365 Chile s post to the group: DEPORTES EN VIVO."	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/22008299_2006235479612861_323931656792366979_n.jpg?oh=c9912145171f7ae22f57c5eb2f19e3ec&oe=5A837395	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/22008299_2006235479612861_323931656792366979_n.jpg?oh=cdaa95bcd5db25259d0d72809d187d81&oe=5A3CBF6A	https://www.facebook.com/deportes365chile/photos/a.1816683101901434.1073741828.1816646638571747/2006235479612861/?type=3	facebook.com	2017-09-28T16:51:48+0000	1506617508	"2017-09-28 18:51:48"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
photo	post_user_1684481268504254	1684481268504254_1984419891843722	https://www.facebook.com/1684481268504254/posts/1984419891843722	"Maria Herrera Galindez shared Deportes365 Chile s post to the group: DEPORTES EN VIVO."	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/22046976_2006236202946122_1491880490821155468_n.jpg?oh=1d96b37dedb8c2dd3b68f9e914d5b031&oe=5A7EA707	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/22046976_2006236202946122_1491880490821155468_n.jpg?oh=4078024e972d335535ecdb2febe2f2e3&oe=5A42E712	https://www.facebook.com/deportes365chile/photos/a.1816683101901434.1073741828.1816646638571747/2006236202946122/?type=3	facebook.com	2017-09-28T16:47:27+0000	1506617247	"2017-09-28 18:47:27"	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
photo	post_user_1684481268504254	1684481268504254_1984417545177290	https://www.facebook.com/1684481268504254/posts/1984417545177290	"Maria Herrera Galindez shared Deportes365 Chile s post to the group: DEPORTES EN VIVO."	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/22046976_2006236202946122_1491880490821155468_n.jpg?oh=1d96b37dedb8c2dd3b68f9e914d5b031&oe=5A7EA707	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/22046976_2006236202946122_1491880490821155468_n.jpg?oh=4078024e972d335535ecdb2febe2f2e3&oe=5A42E712	https://www.facebook.com/deportes365chile/photos/a.1816683101901434.1073741828.1816646638571747/2006236202946122/?type=3	facebook.com	2017-09-28T16:41:08+0000	1506616868	"2017-09-28 18:41:08"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
photo	post_user_1684481268504254	1684481268504254_1984416165177428	https://www.facebook.com/1684481268504254/posts/1984416165177428	"Maria Herrera Galindez shared Deportes365 Chile s post to the group: DEPORTES EN VIVO."	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/22046476_2006237179612691_3117875651526833490_n.jpg?oh=0ac9f85888178de6407f0af08badb385&oe=5A8309D5	https://scontent.xx.fbcdn.net/v/t31.0-8/s720x720/21994460_2006237179612691_3117875651526833490_o.jpg?oh=6cd224959fd55d6a60c0384d76d34e3b&oe=5A7B9D7F	https://www.facebook.com/deportes365chile/photos/a.1816683101901434.1073741828.1816646638571747/2006237179612691/?type=3	facebook.com	2017-09-28T16:35:27+0000	1506616527	"2017-09-28 18:35:27"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
link	post_user_1684481268504254	1684481268504254_1984372571848454	https://www.facebook.com/1684481268504254/posts/1984372571848454	"Yunier Ferrán Sánchez shared Play-Off Magazine s post to the group: DEPORTES EN VIVO."	https://scontent.xx.fbcdn.net/v/t39.2147-6/c30.0.130.130/p130x130/21624390_1748042128838650_949043392795377664_n.jpg?oh=639a274cb53a499dd103947840c63da4&oe=5A87EC1B	https://scontent.xx.fbcdn.net/v/t39.2147-6/21624390_1748042128838650_949043392795377664_n.jpg?oh=9fefeca64de8c65d46527082b4aa56f3&oe=5A49DE9F	http://www.playoffmagazine.com/estadio-candido-gonzalez-historia-para-contar/	playoffmagazine.com	2017-09-28T14:26:54+0000	1506608814	"2017-09-28 16:26:54"	3	0	3	0	3	0	0	0	0	0	3	0	0	0	0	0	0
link	post_user_1684481268504254	1684481268504254_1984371095181935	https://www.facebook.com/1684481268504254/posts/1984371095181935	"Yunier Ferrán Sánchez shared Play-Off Magazine s post to the group: DEPORTES EN VIVO."	https://scontent.xx.fbcdn.net/v/t39.2147-6/c37.0.130.130/p130x130/22044134_1748041705505359_644772065412382720_n.jpg?oh=0e2a11d3e121a4be55b859dc0b782766&oe=5A3B2DB3	https://scontent.xx.fbcdn.net/v/t39.2147-6/22044134_1748041705505359_644772065412382720_n.jpg?oh=47ece00ae5a0a6a884f60c601e0eb546&oe=5A3DEC6C	http://www.playoffmagazine.com/marlies-se-ausenta-del-mundial-por-problemas-economicos-y-organizativos-de-su-federacion/	playoffmagazine.com	2017-09-28T14:23:47+0000	1506608627	"2017-09-28 16:23:47"	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
photo	post_user_1684481268504254	1684481268504254_1984354935183551	https://www.facebook.com/1684481268504254/posts/1984354935183551	"Maria Herrera Galindez shared Deportes365 Chile s post to the group: DEPORTES EN VIVO."	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/21768173_2005930672976675_3008596569463718764_n.jpg?oh=98d8bf9a6689c3009be93942666ee04b&oe=5A4A9CAF	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/21768173_2005930672976675_3008596569463718764_n.jpg?oh=941bd28099acb3e98ef487488789d521&oe=5A7C9BBA	https://www.facebook.com/deportes365chile/photos/a.1816683101901434.1073741828.1816646638571747/2005930672976675/?type=3	facebook.com	2017-09-28T13:32:05+0000	1506605525	"2017-09-28 15:32:05"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
photo	post_user_1684481268504254	1684481268504254_1984350431850668	https://www.facebook.com/1684481268504254/posts/1984350431850668	"Maria Herrera Galindez shared Deportes365 Chile s post to the group: DEPORTES EN VIVO."	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/21768386_2005957496307326_5519906538248316537_n.jpg?oh=96af6abf49a82de49c0f240177b79f4e&oe=5A4F0ED3	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/21768386_2005957496307326_5519906538248316537_n.jpg?oh=1ce77d1b3b0de2c8aa25229943547848&oe=5A7D4EC6	https://www.facebook.com/deportes365chile/photos/a.1816683101901434.1073741828.1816646638571747/2005957496307326/?type=3	facebook.com	2017-09-28T13:26:24+0000	1506605184	"2017-09-28 15:26:24"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
photo	post_user_1684481268504254	1684481268504254_1984333818518996	https://www.facebook.com/1684481268504254/posts/1984333818518996	"Maria Herrera Galindez shared Deportes365 Chile s post to the group: DEPORTES EN VIVO."	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/22045851_2005961959640213_1574013711351375390_n.jpg?oh=812aff28cbbaaea6f3f62121f1b14a7d&oe=5A3C8355	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/22045851_2005961959640213_1574013711351375390_n.jpg?oh=25e1ae7ced310746175cc05a7ba70cf0&oe=5A517F40	https://www.facebook.com/deportes365chile/photos/a.1816683101901434.1073741828.1816646638571747/2005961959640213/?type=3	facebook.com	2017-09-28T12:54:53+0000	1506603293	"2017-09-28 14:54:53"	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
video	post_user_1684481268504254	1684481268504254_1984302135188831	https://www.facebook.com/1684481268504254/posts/1984302135188831	"Marcelo Sarni shared Futbolizimo s live video to the group: DEPORTES EN VIVO."	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/22155640_1641729345871513_6616728849877041152_n.jpg?oh=6c2a4cc69922f86a53ce9afdc19bbef8&oe=5A4156A3	https://scontent.xx.fbcdn.net/v/t15.0-10/22155640_1641729345871513_6616728849877041152_n.jpg?oh=119dd6b5d93e773012b4a3e14a5974bf&oe=5A7F70D8	https://www.facebook.com/futbolizimo/videos/1641717899205991/	facebook.com	2017-09-28T11:29:16+0000	1506598156	"2017-09-28 13:29:16"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
video	post_user_1684481268504254	1684481268504254_1984213245197720	https://www.facebook.com/1684481268504254/posts/1984213245197720	"Los 7 alimentos que mejoran la actividad cerebral y ayudan a memorizar con más facilidad. Ayudan al correcto desarrollo del cerebro y potencian las capacidades cognitivas. Son 7 alimentos excelentes para estudiar  para evitar la depresión  para concentrarse mejor  para retrasar el deterioro cerebral y  en definitiva  mantener un funcionamiento normal del cerebro  las neuronas y los neurotransmisores.  Estos alimentos ayudan a desarrollar correctamente la inteligencia de los niños  mantener una correcta actividad cerebral en la edad adulta y a prevenir las enfermedades mentales de la madurez. "	https://external.xx.fbcdn.net/safe_image.php?d=AQBFSVPUfTLNI1Ue&w=130&h=130&url=https%3A%2F%2Fi.ytimg.com%2Fvi%2FGb3RctpZINM%2Fmaxresdefault.jpg&cfs=1&_nc_hash=AQD2KtpPo5In7gvL	https://external.xx.fbcdn.net/safe_image.php?d=AQD1jxYEmBnKdCdS&w=1280&h=720&url=https%3A%2F%2Fi.ytimg.com%2Fvi%2FGb3RctpZINM%2Fmaxresdefault.jpg&crop&_nc_hash=AQDqvt7lyjVObYJ2	https://youtu.be/Gb3RctpZINM	youtu.be	2017-09-28T05:27:44+0000	1506576464	"2017-09-28 07:27:44"	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
status	post_user_1684481268504254	1684481268504254_1984174395201605	https://www.facebook.com/1684481268504254/posts/1984174395201605	"Toluca vs pumas"					2017-09-28T02:54:15+0000	1506567255	"2017-09-28 04:54:15"	7	0	7	0	7	0	0	0	0	0	7	0	0	0	0	0	0
status	post_user_1684481268504254	1684481268504254_1984174261868285	https://www.facebook.com/1684481268504254/posts/1984174261868285	"Pachuca vs Cruz azul"					2017-09-28T02:53:51+0000	1506567231	"2017-09-28 04:53:51"	7	0	7	1	8	0	0	0	0	0	7	0	0	0	0	0	0
status	post_user_1684481268504254	1684481268504254_1984161748536203	https://www.facebook.com/1684481268504254/posts/1984161748536203	"Transmicion del necaxa por favor !"					2017-09-28T02:12:27+0000	1506564747	"2017-09-28 04:12:27"	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
video	post_user_1684481268504254	1684481268504254_1984145868537791	https://www.facebook.com/1684481268504254/posts/1984145868537791	"León vs America"	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/22091193_1791981614434373_3088223559047184384_n.jpg?oh=7ed8416c03de89cbb366fd30a6b8b0d4&oe=5A4AE21A	https://scontent.xx.fbcdn.net/v/t15.0-10/22091193_1791981614434373_3088223559047184384_n.jpg?oh=558f87053ec3f583de2cc2d19c8fcaa4&oe=5A4CD761	https://www.facebook.com/1567507536881783/videos/1791913451107856/	facebook.com	2017-09-28T01:00:39+0000	1506560439	"2017-09-28 03:00:39"	12	0	12	2	14	0	0	0	0	0	12	0	0	0	0	0	0
video	post_user_1684481268504254	1684481268504254_1984144485204596	https://www.facebook.com/1684481268504254/posts/1984144485204596	"Ebercito Lazarito shared Catrachos Por Siempre s live video to the group: DEPORTES EN VIVO."	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/21361731_524453787900483_446869958211665920_n.jpg?oh=e45aad0b3345fe39ee3c5fa44c98665e&oe=5A3BFBF3	https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/21361731_524453787900483_446869958211665920_n.jpg?oh=cbdc476941d301db2078253851d737bb&oe=5A4CCFB6	https://www.facebook.com/catrachos5/videos/524399707905891/	facebook.com	2017-09-28T00:55:20+0000	1506560120	"2017-09-28 02:55:20"	3	0	3	0	3	0	0	0	0	0	3	0	0	0	0	0	0
video	post_user_1684481268504254	1684481268504254_1984140005205044	https://www.facebook.com/1684481268504254/posts/1984140005205044	"Iris Guzmán Moa shared What s On s video to the group: DEPORTES EN VIVO."	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/22068271_1522429351177055_5232312396176949248_n.jpg?oh=8a670681450443d8cd3f3df4b358d41c&oe=5A45E454	https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/22068271_1522429351177055_5232312396176949248_n.jpg?oh=125e0a05395c089aa5dda577b0cc7461&oe=5A87A876	https://www.facebook.com/RevistaWhatsOn/videos/1522427497843907/	facebook.com	2017-09-28T00:35:47+0000	1506558947	"2017-09-28 02:35:47"	2	0	2	0	2	0	0	0	0	0	2	0	0	0	0	0	0
status	post_user_1684481268504254	1684481268504254_1984133888538989	https://www.facebook.com/1684481268504254/posts/1984133888538989	"León vs América"					2017-09-28T00:02:57+0000	1506556977	"2017-09-28 02:02:57"	13	0	13	5	18	0	0	0	0	0	13	0	0	0	0	0	0
status	post_user_1684481268504254	1684481268504254_1984133775205667	https://www.facebook.com/1684481268504254/posts/1984133775205667	"León vs America"					2017-09-28T00:02:38+0000	1506556958	"2017-09-28 02:02:38"	8	0	9	5	14	0	0	0	0	0	8	1	0	0	0	0	0
video	post_user_1684481268504254	1684481268504254_1984112115207833	https://www.facebook.com/1684481268504254/posts/1984112115207833	"Con permiso del administrador del grupo. ¿Quieres que todos conozcan tu empresa  tus servicios y productos? Vende más y más rápido con un video como este  precio especial para este grupo  de $1 900 pesos a sólo $1 250 pesos. Más info preguntame aquí en el grupo y te contesto. Son videos animados profesionales para que los mandes por todas tus redes sociales y en un minuto  todos sepan lo que ofreces. "	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/22115006_487212884986517_4881178341324881920_n.jpg?oh=9e6ff1717ef69c015cd9c1cd954ffa65&oe=5A4ACF5A	https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/22115006_487212884986517_4881178341324881920_n.jpg?oh=57d81f51791c6529b09c575d13314b08&oe=5A874FE0	https://www.facebook.com/489224411452031/videos/487212718319867	facebook.com	2017-09-27T22:28:14+0000	1506551294	"2017-09-28 00:28:14"	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0
